Lap,Driver,Team,Position,Gap,Tyre_Compound,Tyre_Age,Raw_Lap_Time_Sec,Formatted_Time,Status,Pit_Stops
25,HAM,Furrari,2,1.4034055094853102,Hard,6,87.122,1:27.122,HRV,1
26,HAM,Furrari,2,1.1856970049807387,Hard,7,86.173,1:26.173,STD,1
27,HAM,Furrari,3,1.376737617857998,Hard,8,86.926,1:26.926,STD,1
28,HAM,Furrari,2,0.40184738824973465,Hard,9,85.504,1:25.504,OVR,1
29,HAM,Furrari,2,0.2574425956104278,Hard,10,86.694,1:26.694,HRV,1
30,HAM,Furrari,2,0.4257212814795821,Hard,11,86.946,1:26.946,HRV,1
31,HAM,Furrari,2,0.01515749891723317,Hard,12,86.874,1:26.874,HRV,1
32,HAM,Furrari,2,0.17864064474406405,Hard,13,86.667,1:26.667,HRV,1
33,HAM,Furrari,2,0.6563475889092842,Hard,14,87.111,1:27.111,HRV,1
34,HAM,Furrari,1,0.0,Hard,15,85.493,1:25.493,OVR,1
35,HAM,Furrari,1,0.0,Hard,16,86.092,1:26.092,BST,1
36,HAM,Furrari,1,0.0,Hard,17,87.168,1:27.168,HRV,1
37,HAM,Furrari,1,0.0,Hard,18,86.264,1:26.264,BST,1
38,HAM,Furrari,1,0.0,Hard,19,86.461,1:26.461,BST,1
39,HAM,Furrari,1,0.0,Hard,20,87.053,1:27.053,STD,1
40,HAM,Furrari,1,0.0,Hard,21,86.771,1:26.771,BST,1
41,HAM,Furrari,1,0.0,Hard,22,87.624,1:27.624,STD,1
42,HAM,Furrari,1,0.0,Hard,23,87.651,1:27.651,STD,1
43,HAM,Furrari,1,0.0,Hard,24,87.494,1:27.494,BST,1
44,HAM,Furrari,1,0.0,Hard,25,88.326,1:28.326,HRV,1
45,HAM,Furrari,1,0.0,Hard,26,89.115,1:29.115,HRV,1
46,HAM,Furrari,1,0.0,Hard,27,89.469,1:29.469,HRV,1
47,HAM,Furrari,1,0.0,Hard,28,89.661,1:29.661,HRV,1
48,HAM,Furrari,1,0.0,Hard,29,89.648,1:29.648,HRV,1
49,HAM,Furrari,1,0.0,Hard,30,88.941,1:28.941,BST,1
50,HAM,Furrari,2,0.34621017077824945,Hard,31,89.307,1:29.307,BST,1
51,HAM,Furrari,2,2.953489253295629,Hard,32,90.759,1:30.759,HRV,1
52,HAM,Furrari,2,6.114875535596184,Hard,33,91.338,1:31.338,HRV,1
53,HAM,Furrari,2,8.70437465512714,Hard,34,90.969,1:30.969,STD,1
54,HAM,Furrari,2,12.540659617370693,Hard,35,91.934,1:31.934,HRV,1
55,HAM,Furrari,3,16.840626926693403,Hard,36,92.081,1:32.081,STD,1
56,HAM,Furrari,3,21.40014085258281,Hard,37,92.804,1:32.804,HRV,1
57,HAM,Furrari,5,25.342563309407524,Hard,38,93.416,1:33.416,HRV,1
58,HAM,Furrari,6,30.634724883071613,Hard,39,93.854,1:33.854,HRV,1
59,HAM,Furrari,6,35.04143066641791,Hard,40,94.185,1:34.185,HRV,1
60,HAM,Furrari,6,39.090523925559864,Hard,41,94.452,1:34.452,STD,1
0,HAD,ToroLoco,18,25.5,Med,0.0,0.0,0:00.000,GRID,0
1,HAD,ToroLoco,18,25.316192013719387,Med,1.0,84.829,1:24.829,STD,0
2,HAD,ToroLoco,18,24.685021208711902,Med,2.0,84.204,1:24.204,BST,0
3,HAD,ToroLoco,19,25.2758163875302,Med,3.0,85.12,1:25.120,STD,0
4,HAD,ToroLoco,19,26.64567764171551,Med,4.0,85.5,1:25.500,HRV,0
5,HAD,ToroLoco,16,27.338958929237265,Med,5.0,85.781,1:25.781,HRV,0
6,HAD,ToroLoco,14,27.51992623975451,Med,6.0,84.954,1:24.954,STD,0
7,HAD,ToroLoco,11,27.46801891740904,Med,7.0,85.074,1:25.074,STD,0
8,HAD,ToroLoco,11,27.41666448965509,Med,8.0,85.299,1:25.299,STD,0
9,HAD,ToroLoco,11,26.903383263242404,Med,9.0,85.037,1:25.037,STD,0
10,HAD,ToroLoco,11,27.907770019154555,Med,10.0,86.062,1:26.062,HRV,0
11,HAD,ToroLoco,11,27.55682052152531,Med,11.0,85.851,1:25.851,STD,0
12,HAD,ToroLoco,11,26.92186992890788,Med,12.0,84.9,1:24.900,BST,0
13,HAD,ToroLoco,11,27.147980832269013,Med,13.0,85.562,1:25.562,BST,0
14,HAD,ToroLoco,4,26.448936297608498,Med,14.0,86.071,1:26.071,BST,0
15,HAD,ToroLoco,4,25.939342879593823,Med,15.0,87.113,1:27.113,HRV,0
16,HAD,ToroLoco,4,25.369928916475374,Med,16.0,87.092,1:27.092,HRV,0
17,HAD,ToroLoco,4,24.441723587554634,Med,17.0,86.384,1:26.384,OVR,0
18,HAD,ToroLoco,4,25.211885147545445,Med,18.0,88.4,1:28.400,HRV,0
19,HAD,ToroLoco,6,25.238345895273596,Med,19.0,89.257,1:29.257,HRV,0
20,HAD,ToroLoco,7,3.5723378151672023,Med,20.0,88.974,1:28.974,STD,0
21,HAD,ToroLoco,7,6.300025110814204,Med,21.0,89.422,1:29.422,BST,0
22,HAD,ToroLoco,10,31.676566266648024,Hard,1,110.904,1:50.904,PIT,1
23,HAD,ToroLoco,9,30.544683899673828,Hard,2,85.173,1:25.173,OVR,1
24,HAD,ToroLoco,9,30.457422752713228,Hard,3,86.068,1:26.068,STD,1
25,HAD,ToroLoco,9,31.04674442433452,Hard,4,87.109,1:27.109,HRV,1
26,HAD,ToroLoco,9,31.3261730047343,Hard,5,86.671,1:26.671,HRV,1
27,HAD,ToroLoco,9,30.424839412698475,Hard,6,85.833,1:25.833,BST,1
28,HAD,ToroLoco,10,30.36936370687954,Hard,7,86.423,1:26.423,STD,1
29,HAD,ToroLoco,10,28.90267896147816,Hard,8,85.372,1:25.372,OVR,1
30,HAD,ToroLoco,10,28.9262482840104,Hard,9,86.802,1:26.802,HRV,1
31,HAD,ToroLoco,8,28.38812724966101,Hard,10,86.746,1:26.746,HRV,1
32,HAD,ToroLoco,8,28.81252743543473,Hard,11,86.928,1:26.928,HRV,1
33,HAD,ToroLoco,8,28.684021257985478,Hard,12,86.505,1:26.505,STD,1
34,HAD,ToroLoco,8,28.320967316377846,Hard,13,85.786,1:25.786,BST,1
35,HAD,ToroLoco,8,29.341717481679552,Hard,14,87.112,1:27.112,HRV,1
36,HAD,ToroLoco,6,27.495807970367878,Hard,15,85.322,1:25.322,OVR,1
37,HAD,ToroLoco,5,27.90820938297429,Hard,16,86.677,1:26.677,STD,1
38,HAD,ToroLoco,4,28.697142752478157,Hard,17,87.25,1:27.250,STD,1
39,HAD,ToroLoco,4,28.71370638849703,Hard,18,87.069,1:27.069,STD,1
40,HAD,ToroLoco,4,29.809807356163674,Hard,19,87.867,1:27.867,HRV,1
41,HAD,ToroLoco,4,28.927891959981935,Hard,20,86.742,1:26.742,BST,1
42,HAD,ToroLoco,4,28.39820723014691,Hard,21,87.121,1:27.121,BST,1
43,HAD,ToroLoco,4,28.46223170197345,Hard,22,87.558,1:27.558,STD,1
44,HAD,ToroLoco,4,27.503779574236887,Hard,23,87.367,1:27.367,BST,1
45,HAD,ToroLoco,5,39.3783857504518,Hard,24,100.99,1:40.990,HRV,1
46,HAD,ToroLoco,5,37.69605290694244,Hard,25,87.787,1:27.787,STD,1
47,HAD,ToroLoco,5,37.1548263923969,Hard,26,89.12,1:29.120,HRV,1
48,HAD,ToroLoco,6,35.85870952968526,Hard,27,88.352,1:28.352,BST,1
49,HAD,ToroLoco,8,36.799831986325444,Hard,28,89.882,1:29.882,HRV,1
50,HAD,ToroLoco,8,35.909543856890195,Hard,29,88.071,1:28.071,OVR,1
51,HAD,ToroLoco,8,38.03470990801634,Hard,30,90.277,1:30.277,HRV,1
52,HAD,ToroLoco,8,39.41864703806277,Hard,31,89.561,1:29.561,STD,1
53,HAD,ToroLoco,7,40.987015422078,Hard,32,89.948,1:29.948,BST,1
54,HAD,ToroLoco,7,43.2700445897317,Hard,33,90.381,1:30.381,BST,1
55,HAD,ToroLoco,7,46.58806910355088,Hard,34,91.099,1:31.099,STD,1
56,HAD,ToroLoco,7,49.45958089446049,Hard,35,91.116,1:31.116,BST,1
57,HAD,ToroLoco,7,51.42679919077182,Hard,36,91.441,1:31.441,BST,1
58,HAD,ToroLoco,7,55.230935970831524,Hard,37,92.366,1:32.366,BST,1
59,HAD,ToroLoco,7,58.72704497086943,Hard,38,93.274,1:33.274,STD,1
60,HAD,ToroLoco,7,62.28787177544018,Hard,39,93.964,1:33.964,STD,1
0,COL,Alpain,4,4.5,Med,0.0,0.0,0:00.000,GRID,0
1,COL,Alpain,4,3.9869128415874826,Med,1.0,84.499,1:24.499,STD,0
2,COL,Alpain,4,4.241398439467304,Med,2.0,85.09,1:25.090,STD,0
3,COL,Alpain,4,4.588207354976646,Med,3.0,84.876,1:24.876,STD,0
4,COL,Alpain,4,5.832600342928004,Med,4.0,85.374,1:25.374,HRV,0
5,COL,Alpain,4,5.135230290226161,Med,5.0,84.39,1:24.390,BST,0
6,COL,Alpain,4,4.918207745161851,Med,6.0,84.556,1:24.556,BST,0
7,COL,Alpain,13,29.044872895858703,Med,7.0,109.253,1:49.253,HRV,0
8,COL,Alpain,13,29.646890068950142,Med,8.0,85.952,1:25.952,HRV,0
9,COL,Alpain,13,30.0886108604966,Med,9.0,85.992,1:25.992,HRV,0
10,COL,Alpain,13,31.174456096416293,Med,10.0,86.144,1:26.144,HRV,0
11,COL,Alpain,13,30.504957546890182,Med,11.0,85.532,1:25.532,STD,0
12,COL,Alpain,13,31.0197777714111,Med,12.0,86.05,1:26.050,STD,0
13,COL,Alpain,13,31.252478424844185,Med,13.0,85.569,1:25.569,STD,0
14,COL,Alpain,6,30.42496240871651,Med,14.0,85.942,1:25.942,OVR,0
15,COL,Alpain,5,28.309485053648814,Med,15.0,85.507,1:25.507,OVR,0
16,COL,Alpain,5,28.282897068349712,Med,16.0,87.635,1:27.635,HRV,0
17,COL,Alpain,6,28.761134258782477,Med,17.0,87.79,1:27.790,STD,0
18,COL,Alpain,9,29.55755442851978,Med,18.0,88.426,1:28.426,STD,0
19,COL,Alpain,9,29.573051280180835,Med,19.0,89.246,1:29.246,HRV,0
20,COL,Alpain,12,28.21371981711104,Med,20.0,109.281,1:49.281,HRV,0
21,COL,Alpain,13,31.643210592134665,Med,21.0,90.124,1:30.124,HRV,0
22,COL,Alpain,15,36.59705530505448,Med,22.0,90.481,1:30.481,STD,0
23,COL,Alpain,12,41.606721347929806,Med,23.0,91.315,1:31.315,HRV,0
24,COL,Alpain,13,46.370084572764426,Med,24.0,90.919,1:30.919,BST,0
25,COL,Alpain,17,69.59298415870671,Med,1,109.743,1:49.743,PIT,1
26,COL,Alpain,17,67.49810965392908,Med,2,84.296,1:24.296,BST,1
27,COL,Alpain,17,66.41442733224358,Med,3,85.651,1:25.651,HRV,1
28,COL,Alpain,16,64.43147336679431,Med,4,84.496,1:24.496,BST,1
29,COL,Alpain,16,63.68909197106359,Med,5,86.096,1:26.096,HRV,1
30,COL,Alpain,12,61.597273623651745,Med,6,84.686,1:24.686,BST,1
31,COL,Alpain,12,59.415665311540124,Med,7,85.103,1:25.103,STD,1
32,COL,Alpain,12,57.7712849311888,Med,8,84.859,1:24.859,BST,1
33,COL,Alpain,12,56.713025198206196,Med,9,85.575,1:25.575,STD,1
34,COL,Alpain,12,56.54739087390999,Med,10,85.984,1:25.984,HRV,1
35,COL,Alpain,12,56.217448373478874,Med,11,85.762,1:25.762,STD,1
36,COL,Alpain,12,54.660578251549396,Med,12,85.611,1:25.611,STD,1
37,COL,Alpain,12,55.391309717800596,Med,13,86.995,1:26.995,HRV,1
38,COL,Alpain,12,55.72659719590138,Med,14,86.797,1:26.797,STD,1
39,COL,Alpain,13,55.39404050244775,Med,15,86.72,1:26.720,STD,1
40,COL,Alpain,11,55.11533891541558,Med,16,86.492,1:26.492,STD,1
41,COL,Alpain,10,55.28786187740252,Med,17,87.797,1:27.797,STD,1
42,COL,Alpain,12,56.071953241605115,Med,18,88.435,1:28.435,HRV,1
43,COL,Alpain,11,56.06954070281881,Med,19,87.492,1:27.492,OVR,1
44,COL,Alpain,11,56.535869398430805,Med,20,88.792,1:28.792,BST,1
45,COL,Alpain,11,56.558210760178554,Med,21,89.138,1:29.138,BST,1
46,COL,Alpain,11,57.126969445971554,Med,22,90.038,1:30.038,BST,1
47,COL,Alpain,11,59.38393875089059,Med,23,91.918,1:31.918,HRV,1
48,COL,Alpain,11,61.734475577391095,Med,24,91.998,1:31.998,BST,1
49,COL,Alpain,11,66.61260473733,Med,25,93.819,1:33.819,HRV,1
50,COL,Alpain,13,72.33712459946855,Med,26,94.685,1:34.685,HRV,1
51,COL,Alpain,13,79.77702174939623,Med,27,95.592,1:35.592,STD,1
52,COL,Alpain,15,100.15821749675433,Soft,1,108.558,1:48.558,PIT,2
53,COL,Alpain,13,96.08110501280407,Soft,2,84.303,1:24.303,STD,2
54,COL,Alpain,13,91.56356548051463,Soft,3,83.58,1:23.580,STD,2
55,COL,Alpain,13,88.49639952029884,Soft,4,84.714,1:24.714,HRV,2
56,COL,Alpain,13,84.96023625705766,Soft,5,84.709,1:24.709,HRV,2
57,COL,Alpain,13,79.92521056398073,Soft,6,84.439,1:24.439,STD,2
58,COL,Alpain,12,77.17808235597113,Soft,7,85.815,1:25.815,HRV,2
59,COL,Alpain,12,72.94904752834191,Soft,8,85.549,1:25.549,STD,2
60,COL,Alpain,8,67.88820689409567,Soft,9,85.343,1:25.343,OVR,2
0,VER,BlueCow,9,12.0,Med,0.0,0.0,0:00.000,GRID,0
1,VER,BlueCow,9,12.296683400805748,Med,1.0,85.309,1:25.309,HRV,0
2,VER,BlueCow,10,13.46852143270263,Med,2.0,86.007,1:26.007,HRV,0
3,VER,BlueCow,10,14.638217611182085,Med,3.0,85.699,1:25.699,HRV,0
4,VER,BlueCow,10,16.185955290071547,Med,4.0,85.677,1:25.677,HRV,0
5,VER,BlueCow,11,16.71500626137521,Med,5.0,85.617,1:25.617,HRV,0
6,VER,BlueCow,11,17.680729098095128,Med,6.0,85.739,1:25.739,HRV,0
7,VER,BlueCow,18,43.69929942691738,Hard,1,111.145,1:51.145,PIT,1
8,VER,BlueCow,18,43.904063172737665,Hard,2,85.555,1:25.555,BST,1
9,VER,BlueCow,18,43.75232494486761,Hard,3,85.398,1:25.398,BST,1
10,VER,BlueCow,18,44.486005058524256,Hard,4,85.791,1:25.791,BST,1
11,VER,BlueCow,18,43.508859178520765,Hard,5,85.225,1:25.225,BST,1
12,VER,BlueCow,18,43.398322888977646,Hard,6,85.425,1:25.425,BST,1
13,VER,BlueCow,18,43.36545996646305,Hard,7,85.303,1:25.303,OVR,1
14,VER,BlueCow,16,43.08558174601694,Hard,8,86.49,1:26.490,STD,1
15,VER,BlueCow,18,42.112539164103055,Hard,9,86.65,1:26.650,STD,1
16,VER,BlueCow,15,41.04799146010237,Hard,10,86.597,1:26.597,STD,1
17,VER,BlueCow,15,40.297970094250104,Hard,11,86.562,1:26.562,STD,1
18,VER,BlueCow,15,38.89319569393865,Hard,12,86.225,1:26.225,STD,1
19,VER,BlueCow,15,35.921917756233825,Hard,13,86.259,1:26.259,STD,1
20,VER,BlueCow,20,34.053683880776134,Hard,14,108.772,1:48.772,STD,1
21,VER,BlueCow,18,34.41328523433958,Hard,15,87.054,1:27.054,HRV,1
22,VER,BlueCow,19,59.84430639454513,Hard,16,110.958,1:50.958,OVR,1
23,VER,BlueCow,19,60.390120675893286,Hard,17,86.851,1:26.851,STD,1
24,VER,BlueCow,18,61.37095585947509,Hard,18,87.136,1:27.136,STD,1
25,VER,BlueCow,16,62.694255061754575,Hard,19,87.843,1:27.843,HRV,1
26,VER,BlueCow,16,63.123746628686604,Hard,20,86.821,1:26.821,BST,1
27,VER,BlueCow,16,63.61749377621845,Hard,21,87.228,1:27.228,BST,1
28,VER,BlueCow,17,64.77723501876562,Hard,22,87.639,1:27.639,BST,1
29,VER,BlueCow,18,66.13596494760577,Hard,23,88.197,1:28.197,STD,1
30,VER,BlueCow,14,68.02275237246931,Hard,24,88.665,1:28.665,HRV,1
31,VER,BlueCow,14,91.81066227106703,Hard,1,111.072,1:51.072,PIT,2
32,VER,BlueCow,15,91.66375238535875,Hard,2,86.356,1:26.356,STD,2
33,VER,BlueCow,15,91.0225749646961,Hard,3,85.992,1:25.992,STD,2
34,VER,BlueCow,15,90.91654615478001,Hard,4,86.043,1:26.043,STD,2
35,VER,BlueCow,15,91.89721542753887,Hard,5,87.072,1:27.072,HRV,2
36,VER,BlueCow,15,91.88194315957207,Hard,6,87.152,1:27.152,HRV,2
37,VER,BlueCow,16,92.8377903829437,Hard,7,87.22,1:27.220,HRV,2
38,VER,BlueCow,16,93.29869635171826,Hard,8,86.922,1:26.922,HRV,2
39,VER,BlueCow,17,93.35240155709198,Hard,9,87.106,1:27.106,HRV,2
40,VER,BlueCow,17,93.50801359538036,Hard,10,86.927,1:26.927,HRV,2
41,VER,BlueCow,17,92.79852823009423,Hard,11,86.915,1:26.915,HRV,2
42,VER,BlueCow,16,90.56854158328042,Hard,12,85.421,1:25.421,OVR,2
43,VER,BlueCow,15,90.05254817207106,Hard,13,86.978,1:26.978,HRV,2
44,VER,BlueCow,15,87.88586110629876,Hard,14,86.159,1:26.159,BST,2
45,VER,BlueCow,15,84.760278016141,Hard,15,85.99,1:25.990,BST,2
46,VER,BlueCow,15,82.35742350043029,Hard,16,87.066,1:27.066,HRV,2
47,VER,BlueCow,15,78.90764572502576,Hard,17,86.211,1:26.211,BST,2
48,VER,BlueCow,15,75.40113468329218,Hard,18,86.141,1:26.141,BST,2
49,VER,BlueCow,14,73.94914222494936,Hard,19,87.489,1:27.489,STD,2
50,VER,BlueCow,12,71.9338966853129,Hard,20,86.946,1:26.946,STD,2
51,VER,BlueCow,12,71.03403398561295,Hard,21,87.252,1:27.252,STD,2
52,VER,BlueCow,12,70.95458006351055,Hard,22,88.098,1:28.098,STD,2
53,VER,BlueCow,11,69.18286622042888,Hard,23,86.608,1:26.608,OVR,2
54,VER,BlueCow,11,69.73315590865332,Hard,24,88.648,1:28.648,HRV,2
55,VER,BlueCow,11,70.59783526017418,Hard,25,88.646,1:28.646,HRV,2
56,VER,BlueCow,11,72.20553755284345,Hard,26,89.853,1:29.853,BST,2
57,VER,BlueCow,10,70.37275284634961,Hard,27,87.641,1:27.641,OVR,2
58,VER,BlueCow,10,70.40844469789317,Hard,28,88.598,1:28.598,BST,2
59,VER,BlueCow,9,70.2285148098872,Hard,29,89.598,1:29.598,STD,2
60,VER,BlueCow,9,68.50400097183501,Hard,30,88.679,1:28.679,OVR,2
0,BEA,Hassle,13,18.0,Med,0.0,0.0,0:00.000,GRID,0
1,BEA,Hassle,13,18.176696299697824,Med,1.0,85.189,1:25.189,STD,0
2,BEA,Hassle,14,19.364762970490943,Med,2.0,86.024,1:26.024,HRV,0
3,BEA,Hassle,14,19.329010062533143,Med,3.0,84.493,1:24.493,BST,0
4,BEA,Hassle,14,19.78301139164006,Med,4.0,84.584,1:24.584,STD,0
5,BEA,Hassle,13,19.659858770178175,Med,5.0,84.964,1:24.964,STD,0
6,BEA,Hassle,20,44.65627655184204,Med,6.0,109.77,1:49.770,HRV,0
7,BEA,Hassle,20,46.22487320880771,Med,7.0,86.695,1:26.695,STD,0
8,BEA,Hassle,20,48.042569138274644,Med,8.0,87.168,1:27.168,HRV,0
9,BEA,Hassle,20,49.405281609527606,Med,9.0,86.913,1:26.913,STD,0
10,BEA,Hassle,20,50.84170878728196,Med,10.0,86.494,1:26.494,HRV,0
11,BEA,Hassle,20,51.03661229109866,Med,11.0,86.397,1:26.397,OVR,0
12,BEA,Hassle,20,52.291376250208714,Med,12.0,86.79,1:26.790,HRV,0
13,BEA,Hassle,20,53.05351890252109,Med,13.0,86.098,1:26.098,STD,0
14,BEA,Hassle,20,51.58245547975662,Med,14.0,85.299,1:25.299,OVR,0
15,BEA,Hassle,20,50.9172073689399,Med,15.0,86.958,1:26.958,STD,0
16,BEA,Hassle,18,50.91479007543762,Med,16.0,87.659,1:27.659,HRV,0
17,BEA,Hassle,18,51.8271801901642,Med,17.0,88.224,1:28.224,HRV,0
18,BEA,Hassle,18,51.37957610213016,Med,18.0,87.182,1:27.182,BST,0
19,BEA,Hassle,19,51.29933210907507,Med,19.0,89.151,1:29.151,HRV,0
20,BEA,Hassle,13,29.257776961104128,Med,20.0,88.598,1:28.598,STD,0
21,BEA,Hassle,14,32.81159997329064,Med,21.0,90.248,1:30.248,HRV,0
22,BEA,Hassle,16,38.184441828615945,Med,22.0,90.9,1:30.900,HRV,0
23,BEA,Hassle,13,42.728722468068554,Med,23.0,90.849,1:30.849,STD,0
24,BEA,Hassle,14,47.990781524718386,Med,24.0,91.417,1:31.417,BST,0
25,BEA,Hassle,19,72.20159652731672,Med,1,110.731,1:50.731,PIT,1
26,BEA,Hassle,18,71.0522106028734,Med,2,85.242,1:25.242,STD,1
27,BEA,Hassle,18,69.55354219472156,Med,3,85.236,1:25.236,STD,1
28,BEA,Hassle,18,67.44946844368724,Med,4,84.375,1:24.375,BST,1
29,BEA,Hassle,17,65.27502498131935,Med,5,84.664,1:24.664,BST,1
30,BEA,Hassle,13,62.80687461533489,Med,6,84.31,1:24.310,BST,1
31,BEA,Hassle,13,61.47195798091434,Med,7,85.949,1:25.949,HRV,1
32,BEA,Hassle,13,60.19161820106001,Med,8,85.223,1:25.223,STD,1
33,BEA,Hassle,13,58.458772399229474,Med,9,84.9,1:24.900,BST,1
34,BEA,Hassle,13,58.381649216447386,Med,10,86.072,1:26.072,HRV,1
35,BEA,Hassle,13,57.90646065619285,Med,11,85.617,1:25.617,STD,1
36,BEA,Hassle,13,57.4838008302786,Med,12,86.745,1:26.745,HRV,1
37,BEA,Hassle,13,56.71964923852693,Med,13,85.5,1:25.500,BST,1
38,BEA,Hassle,13,56.201898875083316,Med,14,85.944,1:25.944,BST,1
39,BEA,Hassle,12,54.76865313744793,Med,15,85.619,1:25.619,OVR,1
40,BEA,Hassle,10,54.69004174451129,Med,16,86.693,1:26.693,BST,1
41,BEA,Hassle,11,55.3504558579466,Med,17,88.285,1:28.285,STD,1
42,BEA,Hassle,10,55.443166496485446,Med,18,87.744,1:27.744,OVR,1
43,BEA,Hassle,12,57.21100481814847,Med,19,89.262,1:29.262,HRV,1
44,BEA,Hassle,12,58.41444948908111,Med,20,89.529,1:29.529,STD,1
45,BEA,Hassle,12,59.56971270022996,Med,21,90.27,1:30.270,STD,1
46,BEA,Hassle,12,60.713803658198685,Med,22,90.613,1:30.613,BST,1
47,BEA,Hassle,12,63.57455219913936,Med,23,92.522,1:32.522,HRV,1
48,BEA,Hassle,12,66.55026441687187,Med,24,92.624,1:32.624,STD,1
49,BEA,Hassle,12,71.67336324066764,Med,25,94.064,1:34.064,HRV,1
50,BEA,Hassle,14,78.08487156583487,Med,26,95.372,1:35.372,HRV,1
51,BEA,Hassle,14,85.14140444430905,Med,27,95.208,1:35.208,BST,1
52,BEA,Hassle,16,106.18199110236128,Soft,1,109.218,1:49.218,PIT,2
53,BEA,Hassle,14,100.4591577611618,Soft,2,82.657,1:22.657,BST,2
54,BEA,Hassle,14,95.94528632376114,Soft,3,83.584,1:23.584,STD,2
55,BEA,Hassle,14,92.56981960235044,Soft,4,84.406,1:24.406,HRV,2
56,BEA,Hassle,14,88.56350291327908,Soft,5,84.239,1:24.239,STD,2
57,BEA,Hassle,14,82.9488057158269,Soft,6,83.859,1:23.859,BST,2
58,BEA,Hassle,13,79.49054212417104,Soft,7,85.104,1:25.104,STD,2
59,BEA,Hassle,13,74.58590256227762,Soft,8,84.874,1:24.874,BST,2
60,BEA,Hassle,10,70.59086161065352,Soft,9,86.408,1:26.408,STD,2
0,BOR,Sober,19,27.0,Med,0.0,0.0,0:00.000,GRID,0
1,BOR,Sober,19,26.221090766885567,Med,1.0,84.234,1:24.234,BST,0
2,BOR,Sober,19,24.76071784473652,Med,2.0,83.375,1:23.375,OVR,0
3,BOR,Sober,18,24.209293529604963,Med,3.0,83.978,1:23.978,OVR,0
4,BOR,Sober,18,24.169256504255543,Med,4.0,84.09,1:24.090,BST,0
5,BOR,Sober,22,50.18875201711768,Med,5.0,111.107,1:51.107,STD,0
6,BOR,Sober,22,50.80071562791835,Med,6.0,85.385,1:25.385,STD,0
7,BOR,Sober,22,51.16204300504489,Med,7.0,85.488,1:25.488,STD,0
8,BOR,Sober,22,52.22877296085619,Med,8.0,86.417,1:26.417,STD,0
9,BOR,Sober,22,52.97790266339041,Med,9.0,86.299,1:26.299,STD,0
10,BOR,Sober,21,53.42938061088432,Med,10.0,85.509,1:25.509,STD,0
11,BOR,Sober,21,52.842634295745825,Med,11.0,85.615,1:25.615,STD,0
12,BOR,Sober,21,53.282718450214134,Med,12.0,85.975,1:25.975,STD,0
13,BOR,Sober,21,54.18712376778103,Med,13.0,86.241,1:26.241,STD,0
14,BOR,Sober,21,78.51662564107482,Hard,1,111.099,1:51.099,PIT,1
15,BOR,Sober,21,77.3651635885476,Hard,2,86.471,1:26.471,STD,1
16,BOR,Sober,21,76.01356771330188,Hard,3,86.31,1:26.310,STD,1
17,BOR,Sober,21,75.80901815777156,Hard,4,87.107,1:27.107,HRV,1
18,BOR,Sober,21,73.76845658589036,Hard,5,85.589,1:25.589,BST,1
19,BOR,Sober,21,70.20809242108885,Hard,6,85.67,1:25.670,BST,1
20,BOR,Sober,21,46.4566025053025,Hard,7,86.888,1:26.888,HRV,1
21,BOR,Sober,21,45.33677038023416,Hard,8,85.574,1:25.574,BST,1
22,BOR,Sober,17,46.91199840908462,Hard,9,87.102,1:27.102,HRV,1
23,BOR,Sober,14,46.17794004010966,Hard,10,85.571,1:25.571,BST,1
24,BOR,Sober,12,45.50175821140874,Hard,11,85.479,1:25.479,BST,1
25,BOR,Sober,12,44.93403187899048,Hard,12,85.952,1:25.952,BST,1
26,BOR,Sober,12,44.4571552367529,Hard,13,85.914,1:25.914,BST,1
27,BOR,Sober,12,44.17516258136402,Hard,14,86.453,1:26.453,STD,1
28,BOR,Sober,12,44.92394523248822,Hard,15,87.228,1:27.228,HRV,1
29,BOR,Sober,12,43.93992976748905,Hard,16,85.854,1:25.854,BST,1
30,BOR,Sober,15,68.2612358808542,Hard,1,111.099,1:51.099,PIT,2
31,BOR,Sober,15,91.91066227106694,Hard,2,110.934,1:50.934,HRV,2
32,BOR,Sober,14,90.2382254150316,Hard,3,84.831,1:24.831,OVR,2
33,BOR,Sober,14,88.99543629180789,Hard,4,85.39,1:25.390,BST,2
34,BOR,Sober,14,88.83296370429753,Hard,5,85.987,1:25.987,STD,2
35,BOR,Sober,14,88.87155240159291,Hard,6,86.13,1:26.130,STD,2
36,BOR,Sober,14,88.04914583182835,Hard,7,86.345,1:26.345,STD,2
37,BOR,Sober,14,88.11337016900006,Hard,8,86.329,1:26.329,STD,2
38,BOR,Sober,14,88.09054165057341,Hard,9,86.438,1:26.438,STD,2
39,BOR,Sober,14,87.0926936496653,Hard,10,86.055,1:26.055,STD,2
40,BOR,Sober,14,86.40999078203686,Hard,11,86.088,1:26.088,STD,2
41,BOR,Sober,14,85.20510821853077,Hard,12,86.419,1:26.419,STD,2
42,BOR,Sober,14,84.30796627335803,Hard,13,86.754,1:26.754,STD,2
43,BOR,Sober,14,83.48522290506844,Hard,14,86.671,1:26.671,STD,2
44,BOR,Sober,14,81.86246069006847,Hard,15,86.703,1:26.703,STD,2
45,BOR,Sober,14,80.35313461890019,Hard,16,87.606,1:27.606,HRV,2
46,BOR,Sober,14,77.51172056572295,Hard,17,86.628,1:26.628,STD,2
47,BOR,Sober,14,74.12208814619225,Hard,18,86.271,1:26.271,BST,2
